typo_word,correct_word,typo_type,mistake_position,edit_distance,word_length,typo_length,length_difference,same_first_letter,is_last_letter_error
create,create,no_typo,none,0,6,6,0,1,0
delste,delete,replace_last_letter,last3,1,6,6,0,1,1
delte,delete,delete_last_letter,last3,1,6,5,1,1,1
deleae,delete,replace_last_letter,last2,1,6,6,0,1,1
delee,delete,delete_last_letter,last2,1,6,5,1,1,1
deletn,delete,replace_last_letter,last1,1,6,6,0,1,1
delet,delete,delete_last_letter,last1,1,6,5,1,1,1
deleet,delete,swap_last_two_letters,last2,2,6,6,0,1,1
delcete,delete,insert_near_ending,last3,1,6,7,-1,1,1
deletee,delete,insert_near_ending,last3,1,6,7,-1,1,1
delete,delete,no_typo,none,0,6,6,0,1,0
updpte,update,replace_last_letter,last3,1,6,6,0,1,1
updte,update,delete_last_letter,last3,1,6,5,1,1,1
updafe,update,replace_last_letter,last2,1,6,6,0,1,1
updae,update,delete_last_letter,last2,1,6,5,1,1,1
updatb,update,replace_last_letter,last1,1,6,6,0,1,1
updat,update,delete_last_letter,last1,1,6,5,1,1,1
updaet,update,swap_last_two_letters,last2,2,6,6,0,1,1
updatme,update,insert_near_ending,last3,1,6,7,-1,1,1
updatge,update,insert_near_ending,last3,1,6,7,-1,1,1
update,update,no_typo,none,0,6,6,0,1,0
seaoch,search,replace_last_letter,last3,1,6,6,0,1,1
seach,search,delete_last_letter,last3,1,6,5,1,1,1
searlh,search,replace_last_letter,last2,1,6,6,0,1,1
searh,search,delete_last_letter,last2,1,6,5,1,1,1
searcl,search,replace_last_letter,last1,1,6,6,0,1,1
searc,search,delete_last_letter,last1,1,6,5,1,1,1
searhc,search,swap_last_two_letters,last2,2,6,6,0,1,1
searchi,search,insert_near_ending,last3,1,6,7,-1,1,1
search,search,no_typo,none,0,6,6,0,1,0
predcct,predict,replace_last_letter,last3,1,7,7,0,1,1
predct,predict,delete_last_letter,last3,1,7,6,1,1,1
prediqt,predict,replace_last_letter,last2,1,7,7,0,1,1
predit,predict,delete_last_letter,last2,1,7,6,1,1,1
predica,predict,replace_last_letter,last1,1,7,7,0,1,1
predic,predict,delete_last_letter,last1,1,7,6,1,1,1
preditc,predict,swap_last_two_letters,last2,2,7,7,0,1,1
predlict,predict,insert_near_ending,last3,1,7,8,-1,1,1
prediuct,predict,insert_near_ending,last3,1,7,8,-1,1,1
predict,predict,no_typo,none,0,7,7,0,1,0
suggcst,suggest,replace_last_letter,last3,1,7,7,0,1,1
suggst,suggest,delete_last_letter,last3,1,7,6,1,1,1
suggezt,suggest,replace_last_letter,last2,1,7,7,0,1,1
sugget,suggest,delete_last_letter,last2,1,7,6,1,1,1
suggesv,suggest,replace_last_letter,last1,1,7,7,0,1,1
sugges,suggest,delete_last_letter,last1,1,7,6,1,1,1
suggets,suggest,swap_last_two_letters,last2,2,7,7,0,1,1
suggyest,suggest,insert_near_ending,last3,1,7,8,-1,1,1
sugghest,suggest,insert_near_ending,last3,1,7,8,-1,1,1
suggest,suggest,no_typo,none,0,7,7,0,1,0
replhce,replace,replace_last_letter,last3,1,7,7,0,1,1
replce,replace,delete_last_letter,last3,1,7,6,1,1,1
replaae,replace,replace_last_letter,last2,1,7,7,0,1,1
replae,replace,delete_last_letter,last2,1,7,6,1,1,1
replacu,replace,replace_last_letter,last1,1,7,7,0,1,1
replac,replace,delete_last_letter,last1,1,7,6,1,1,1
replaec,replace,swap_last_two_letters,last2,2,7,7,0,1,1
replahce,replace,insert_near_ending,last3,1,7,8,-1,1,1
replapce,replace,insert_near_ending,last3,1,7,8,-1,1,1
replace,replace,no_typo,none,0,7,7,0,1,0
remwve,remove,replace_last_letter,last3,1,6,6,0,1,1
remve,remove,delete_last_letter,last3,1,6,5,1,1,1
remode,remove,replace_last_letter,last2,1,6,6,0,1,1
remoe,remove,delete_last_letter,last2,1,6,5,1,1,1
removt,remove,replace_last_letter,last1,1,6,6,0,1,1
remov,remove,delete_last_letter,last1,1,6,5,1,1,1
remoev,remove,swap_last_two_letters,last2,2,6,6,0,1,1
remoove,remove,insert_near_ending,last3,1,6,7,-1,1,1
removye,remove,insert_near_ending,last3,1,6,7,-1,1,1
remove,remove,no_typo,none,0,6,6,0,1,0
insmrt,insert,replace_last_letter,last3,1,6,6,0,1,1
insrt,insert,delete_last_letter,last3,1,6,5,1,1,1
inseft,insert,replace_last_letter,last2,1,6,6,0,1,1
inset,insert,delete_last_letter,last2,1,6,5,1,1,1
inseru,insert,replace_last_letter,last1,1,6,6,0,1,1
inser,insert,delete_last_letter,last1,1,6,5,1,1,1
insetr,insert,swap_last_two_letters,last2,2,6,6,0,1,1
insyert,insert,insert_near_ending,last3,1,6,7,-1,1,1
insejrt,insert,insert_near_ending,last3,1,6,7,-1,1,1
insert,insert,no_typo,none,0,6,6,0,1,0
trein,train,replace_last_letter,last3,1,5,5,0,1,1
trin,train,delete_last_letter,last3,1,5,4,1,1,1
tratn,train,replace_last_letter,last2,1,5,5,0,1,1
tran,train,delete_last_letter,last2,1,5,4,1,1,1
traia,train,replace_last_letter,last1,1,5,5,0,1,1
trai,train,delete_last_letter,last1,1,5,4,1,1,1
trani,train,swap_last_two_letters,last2,2,5,5,0,1,1
traisn,train,insert_near_ending,last3,1,5,6,-1,1,1
trainm,train,insert_near_ending,last3,1,5,6,-1,1,1
train,train,no_typo,none,0,5,5,0,1,0
evaluxte,evaluate,replace_last_letter,last3,1,8,8,0,1,1
evalute,evaluate,delete_last_letter,last3,1,8,7,1,1,1
evaluage,evaluate,replace_last_letter,last2,1,8,8,0,1,1
evaluae,evaluate,delete_last_letter,last2,1,8,7,1,1,1
evaluatc,evaluate,replace_last_letter,last1,1,8,8,0,1,1
evaluat,evaluate,delete_last_letter,last1,1,8,7,1,1,1
evaluaet,evaluate,swap_last_two_letters,last2,2,8,8,0,1,1
evaluadte,evaluate,insert_near_ending,last3,1,8,9,-1,1,1
evaluatve,evaluate,insert_near_ending,last3,1,8,9,-1,1,1
evaluate,evaluate,no_typo,none,0,8,8,0,1,0
suve,save,replace_last_letter,last3,1,4,4,0,1,1
sve,save,delete_last_letter,last3,1,4,3,1,1,1
sade,save,replace_last_letter,last2,1,4,4,0,1,1
sae,save,delete_last_letter,last2,1,4,3,1,1,1
savt,save,replace_last_letter,last1,1,4,4,0,1,1
sav,save,delete_last_letter,last1,1,4,3,1,1,1
saev,save,swap_last_two_letters,last2,2,4,4,0,1,1
slave,save,insert_near_ending,last3,1,4,5,-1,1,1
savev,save,insert_near_ending,last3,1,4,5,-1,1,1
save,save,no_typo,none,0,4,4,0,1,0
llad,load,replace_last_letter,last3,1,4,4,0,1,1
lad,load,delete_last_letter,last3,1,4,3,1,1,1
lodd,load,replace_last_letter,last2,1,4,4,0,1,1
lod,load,delete_last_letter,last2,1,4,3,1,1,1
loar,load,replace_last_letter,last1,1,4,4,0,1,1
loa,load,delete_last_letter,last1,1,4,3,1,1,1
loda,load,swap_last_two_letters,last2,2,4,4,0,1,1
loaad,load,insert_near_ending,last3,1,4,5,-1,1,1
loadp,load,insert_near_ending,last3,1,4,5,-1,1,1
load,load,no_typo,none,0,4,4,0,1,0
prdnt,print,replace_last_letter,last3,1,5,5,0,1,1
prnt,print,delete_last_letter,last3,1,5,4,1,1,1
priot,print,replace_last_letter,last2,1,5,5,0,1,1
prit,print,delete_last_letter,last2,1,5,4,1,1,1
prinl,print,replace_last_letter,last1,1,5,5,0,1,1
prin,print,delete_last_letter,last1,1,5,4,1,1,1
pritn,print,swap_last_two_letters,last2,2,5,5,0,1,1
printw,print,insert_near_ending,last3,1,5,6,-1,1,1
prinnt,print,insert_near_ending,last3,1,5,6,-1,1,1
print,print,no_typo,none,0,5,5,0,1,0
dispfay,display,replace_last_letter,last3,1,7,7,0,1,1
dispay,display,delete_last_letter,last3,1,7,6,1,1,1
displyy,display,replace_last_letter,last2,1,7,7,0,1,1
disply,display,delete_last_letter,last2,1,7,6,1,1,1
displaq,display,replace_last_letter,last1,1,7,7,0,1,1
displa,display,delete_last_letter,last1,1,7,6,1,1,1
displya,display,swap_last_two_letters,last2,2,7,7,0,1,1
displaty,display,insert_near_ending,last3,1,7,8,-1,1,1
displayo,display,insert_near_ending,last3,1,7,8,-1,1,1
display,display,no_typo,none,0,7,7,0,1,0
chort,chart,replace_last_letter,last3,1,5,5,0,1,1
chrt,chart,delete_last_letter,last3,1,5,4,1,1,1
chayt,chart,replace_last_letter,last2,1,5,5,0,1,1
chat,chart,delete_last_letter,last2,1,5,4,1,1,1
chars,chart,replace_last_letter,last1,1,5,5,0,1,1
char,chart,delete_last_letter,last1,1,5,4,1,1,1
chatr,chart,swap_last_two_letters,last2,2,5,5,0,1,1
charkt,chart,insert_near_ending,last3,1,5,6,-1,1,1
chacrt,chart,insert_near_ending,last3,1,5,6,-1,1,1
chart,chart,no_typo,none,0,5,5,0,1,0
grjph,graph,replace_last_letter,last3,1,5,5,0,1,1
grph,graph,delete_last_letter,last3,1,5,4,1,1,1
graoh,graph,replace_last_letter,last2,1,5,5,0,1,1
grah,graph,delete_last_letter,last2,1,5,4,1,1,1
grapi,graph,replace_last_letter,last1,1,5,5,0,1,1
grap,graph,delete_last_letter,last1,1,5,4,1,1,1
grahp,graph,swap_last_two_letters,last2,2,5,5,0,1,1
graphs,graph,insert_near_ending,last3,1,5,6,-1,1,1
graphk,graph,insert_near_ending,last3,1,5,6,-1,1,1
graph,graph,no_typo,none,0,5,5,0,1,0
paot,plot,replace_last_letter,last3,1,4,4,0,1,1
pot,plot,delete_last_letter,last3,1,4,3,1,1,1
plqt,plot,replace_last_letter,last2,1,4,4,0,1,1
plt,plot,delete_last_letter,last2,1,4,3,1,1,1
plok,plot,replace_last_letter,last1,1,4,4,0,1,1
plo,plot,delete_last_letter,last1,1,4,3,1,1,1
plto,plot,swap_last_two_letters,last2,2,4,4,0,1,1
plpot,plot,insert_near_ending,last3,1,4,5,-1,1,1
pllot,plot,insert_near_ending,last3,1,4,5,-1,1,1
plot,plot,no_typo,none,0,4,4,0,1,0
histiry,history,replace_last_letter,last3,1,7,7,0,1,1
histry,history,delete_last_letter,last3,1,7,6,1,1,1
histoky,history,replace_last_letter,last2,1,7,7,0,1,1
histoy,history,delete_last_letter,last2,1,7,6,1,1,1
histori,history,replace_last_letter,last1,1,7,7,0,1,1
histor,history,delete_last_letter,last1,1,7,6,1,1,1
histoyr,history,swap_last_two_letters,last2,2,7,7,0,1,1
historry,history,insert_near_ending,last3,1,7,8,-1,1,1
histqory,history,insert_near_ending,last3,1,7,8,-1,1,1
history,history,no_typo,none,0,7,7,0,1,0
futgre,future,replace_last_letter,last3,1,6,6,0,1,1
futre,future,delete_last_letter,last3,1,6,5,1,1,1
futuce,future,replace_last_letter,last2,1,6,6,0,1,1
futue,future,delete_last_letter,last2,1,6,5,1,1,1
futuri,future,replace_last_letter,last1,1,6,6,0,1,1
futur,future,delete_last_letter,last1,1,6,5,1,1,1
futuer,future,swap_last_two_letters,last2,2,6,6,0,1,1
futurep,future,insert_near_ending,last3,1,6,7,-1,1,1
futuwre,future,insert_near_ending,last3,1,6,7,-1,1,1
future,future,no_typo,none,0,6,6,0,1,0
businqss,business,replace_last_letter,last3,1,8,8,0,1,1
businss,business,delete_last_letter,last3,1,8,7,1,1,1
businevs,business,replace_last_letter,last2,1,8,8,0,1,1
busines,business,delete_last_letter,last2,1,8,7,1,1,1
businesx,business,replace_last_letter,last1,1,8,8,0,1,1
businesso,business,insert_near_ending,last3,1,8,9,-1,1,1
busincess,business,insert_near_ending,last3,1,8,9,-1,1,1
business,business,no_typo,none,0,8,8,0,1,0
medikal,medical,replace_last_letter,last3,1,7,7,0,1,1
medial,medical,delete_last_letter,last3,1,7,6,1,1,1
medicil,medical,replace_last_letter,last2,1,7,7,0,1,1
medicl,medical,delete_last_letter,last2,1,7,6,1,1,1
medican,medical,replace_last_letter,last1,1,7,7,0,1,1
medica,medical,delete_last_letter,last1,1,7,6,1,1,1
medicla,medical,swap_last_two_letters,last2,2,7,7,0,1,1
medicjal,medical,insert_near_ending,last3,1,7,8,-1,1,1
medicapl,medical,insert_near_ending,last3,1,7,8,-1,1,1
medical,medical,no_typo,none,0,7,7,0,1,0
educatson,education,replace_last_letter,last3,1,9,9,0,1,1
educaton,education,delete_last_letter,last3,1,9,8,1,1,1
educatirn,education,replace_last_letter,last2,1,9,9,0,1,1
educatin,education,delete_last_letter,last2,1,9,8,1,1,1
educatiol,education,replace_last_letter,last1,1,9,9,0,1,1
educatio,education,delete_last_letter,last1,1,9,8,1,1,1
educatino,education,swap_last_two_letters,last2,2,9,9,0,1,1
educationx,education,insert_near_ending,last3,1,9,10,-1,1,1
educatioln,education,insert_near_ending,last3,1,9,10,-1,1,1
education,education,no_typo,none,0,9,9,0,1,0
traxel,travel,replace_last_letter,last3,1,6,6,0,1,1
trael,travel,delete_last_letter,last3,1,6,5,1,1,1
travpl,travel,replace_last_letter,last2,1,6,6,0,1,1
travl,travel,delete_last_letter,last2,1,6,5,1,1,1
travei,travel,replace_last_letter,last1,1,6,6,0,1,1
trave,travel,delete_last_letter,last1,1,6,5,1,1,1
travle,travel,swap_last_two_letters,last2,2,6,6,0,1,1
traveil,travel,insert_near_ending,last3,1,6,7,-1,1,1
travdel,travel,insert_near_ending,last3,1,6,7,-1,1,1
travel,travel,no_typo,none,0,6,6,0,1,0
shoppyng,shopping,replace_last_letter,last3,1,8,8,0,1,1
shoppng,shopping,delete_last_letter,last3,1,8,7,1,1,1
shoppigg,shopping,replace_last_letter,last2,1,8,8,0,1,1
shoppig,shopping,delete_last_letter,last2,1,8,7,1,1,1
shoppinl,shopping,replace_last_letter,last1,1,8,8,0,1,1
shoppin,shopping,delete_last_letter,last1,1,8,7,1,1,1
shoppign,shopping,swap_last_two_letters,last2,2,8,8,0,1,1
shoppxing,shopping,insert_near_ending,last3,1,8,9,-1,1,1
shoppigng,shopping,insert_near_ending,last3,1,8,9,-1,1,1
shopping,shopping,no_typo,none,0,8,8,0,1,0
emergegcy,emergency,replace_last_letter,last3,1,9,9,0,1,1
emergecy,emergency,delete_last_letter,last3,1,9,8,1,1,1
emergenyy,emergency,replace_last_letter,last2,1,9,9,0,1,1
emergeny,emergency,delete_last_letter,last2,1,9,8,1,1,1
emergencp,emergency,replace_last_letter,last1,1,9,9,0,1,1
emergenc,emergency,delete_last_letter,last1,1,9,8,1,1,1
emergenyc,emergency,swap_last_two_letters,last2,2,9,9,0,1,1
emergencxy,emergency,insert_near_ending,last3,1,9,10,-1,1,1
emergencdy,emergency,insert_near_ending,last3,1,9,10,-1,1,1
emergency,emergency,no_typo,none,0,9,9,0,1,0
incgme,income,replace_last_letter,last3,1,6,6,0,1,1
incme,income,delete_last_letter,last3,1,6,5,1,1,1
incoje,income,replace_last_letter,last2,1,6,6,0,1,1
incoe,income,delete_last_letter,last2,1,6,5,1,1,1
incomi,income,replace_last_letter,last1,1,6,6,0,1,1
incom,income,delete_last_letter,last1,1,6,5,1,1,1
incoem,income,swap_last_two_letters,last2,2,6,6,0,1,1
incomfe,income,insert_near_ending,last3,1,6,7,-1,1,1
incomae,income,insert_near_ending,last3,1,6,7,-1,1,1
income,income,no_typo,none,0,6,6,0,1,0
xge,age,replace_last_letter,last3,1,3,3,0,0,1
ge,age,delete_last_letter,last3,1,3,2,1,0,1
ase,age,replace_last_letter,last2,1,3,3,0,1,1
ae,age,delete_last_letter,last2,1,3,2,1,1,1
agf,age,replace_last_letter,last1,1,3,3,0,1,1
ag,age,delete_last_letter,last1,1,3,2,1,1,1
aeg,age,swap_last_two_letters,last2,2,3,3,0,1,1
agbe,age,insert_near_ending,last3,1,3,4,-1,1,1
rage,age,insert_near_ending,last3,1,3,4,-1,0,1
age,age,no_typo,none,0,3,3,0,1,0
amojnt,amount,replace_last_letter,last3,1,6,6,0,1,1
amont,amount,delete_last_letter,last3,1,6,5,1,1,1
amouxt,amount,replace_last_letter,last2,1,6,6,0,1,1
amout,amount,delete_last_letter,last2,1,6,5,1,1,1
amoune,amount,replace_last_letter,last1,1,6,6,0,1,1
amoun,amount,delete_last_letter,last1,1,6,5,1,1,1
amoutn,amount,swap_last_two_letters,last2,2,6,6,0,1,1
amountd,amount,insert_near_ending,last3,1,6,7,-1,1,1
amosunt,amount,insert_near_ending,last3,1,6,7,-1,1,1
amount,amount,no_typo,none,0,6,6,0,1,0
stajus,status,replace_last_letter,last3,1,6,6,0,1,1
staus,status,delete_last_letter,last3,1,6,5,1,1,1
statps,status,replace_last_letter,last2,1,6,6,0,1,1
stats,status,delete_last_letter,last2,1,6,5,1,1,1
statup,status,replace_last_letter,last1,1,6,6,0,1,1
statu,status,delete_last_letter,last1,1,6,5,1,1,1
statsu,status,swap_last_two_letters,last2,2,6,6,0,1,1
statusk,status,insert_near_ending,last3,1,6,7,-1,1,1
statbus,status,insert_near_ending,last3,1,6,7,-1,1,1
status,status,no_typo,none,0,6,6,0,1,0
purpise,purpose,replace_last_letter,last3,1,7,7,0,1,1
purpse,purpose,delete_last_letter,last3,1,7,6,1,1,1
purpope,purpose,replace_last_letter,last2,1,7,7,0,1,1
purpoe,purpose,delete_last_letter,last2,1,7,6,1,1,1
purposd,purpose,replace_last_letter,last1,1,7,7,0,1,1
purpos,purpose,delete_last_letter,last1,1,7,6,1,1,1
purpoes,purpose,swap_last_two_letters,last2,2,7,7,0,1,1
purpmose,purpose,insert_near_ending,last3,1,7,8,-1,1,1
purposec,purpose,insert_near_ending,last3,1,7,8,-1,1,1
purpose,purpose,no_typo,none,0,7,7,0,1,0
mettod,method,replace_last_letter,last3,1,6,6,0,1,1
metod,method,delete_last_letter,last3,1,6,5,1,1,1
methvd,method,replace_last_letter,last2,1,6,6,0,1,1
methd,method,delete_last_letter,last2,1,6,5,1,1,1
methow,method,replace_last_letter,last1,1,6,6,0,1,1
metho,method,delete_last_letter,last1,1,6,5,1,1,1
methdo,method,swap_last_two_letters,last2,2,6,6,0,1,1
metehod,method,insert_near_ending,last3,1,6,7,-1,1,1
methzod,method,insert_near_ending,last3,1,6,7,-1,1,1
method,method,no_typo,none,0,6,6,0,1,0
categtry,category,replace_last_letter,last3,1,8,8,0,1,1
categry,category,delete_last_letter,last3,1,8,7,1,1,1
categojy,category,replace_last_letter,last2,1,8,8,0,1,1
categoy,category,delete_last_letter,last2,1,8,7,1,1,1
categorc,category,replace_last_letter,last1,1,8,8,0,1,1
categor,category,delete_last_letter,last1,1,8,7,1,1,1
categoyr,category,swap_last_two_letters,last2,2,8,8,0,1,1
categodry,category,insert_near_ending,last3,1,8,9,-1,1,1
categoryt,category,insert_near_ending,last3,1,8,9,-1,1,1
category,category,no_typo,none,0,8,8,0,1,0
cuty,city,replace_last_letter,last3,1,4,4,0,1,1
cty,city,delete_last_letter,last3,1,4,3,1,1,1
ciuy,city,replace_last_letter,last2,1,4,4,0,1,1
ciy,city,delete_last_letter,last2,1,4,3,1,1,1
cith,city,replace_last_letter,last1,1,4,4,0,1,1
cit,city,delete_last_letter,last1,1,4,3,1,1,1
ciyt,city,swap_last_two_letters,last2,2,4,4,0,1,1
cityo,city,insert_near_ending,last3,1,4,5,-1,1,1
cityj,city,insert_near_ending,last3,1,4,5,-1,1,1
city,city,no_typo,none,0,4,4,0,1,0
counsry,country,replace_last_letter,last3,1,7,7,0,1,1
counry,country,delete_last_letter,last3,1,7,6,1,1,1
countny,country,replace_last_letter,last2,1,7,7,0,1,1
county,country,delete_last_letter,last2,1,7,6,1,1,1
countrj,country,replace_last_letter,last1,1,7,7,0,1,1
countr,country,delete_last_letter,last1,1,7,6,1,1,1
countyr,country,swap_last_two_letters,last2,2,7,7,0,1,1
counttry,country,insert_near_ending,last3,1,7,8,-1,1,1
counytry,country,insert_near_ending,last3,1,7,8,-1,1,1
country,country,no_typo,none,0,7,7,0,1,0
addrhss,address,replace_last_letter,last3,1,7,7,0,1,1
addrss,address,delete_last_letter,last3,1,7,6,1,1,1
addrevs,address,replace_last_letter,last2,1,7,7,0,1,1
addres,address,delete_last_letter,last2,1,7,6,1,1,1
addresg,address,replace_last_letter,last1,1,7,7,0,1,1
addresvs,address,insert_near_ending,last3,1,7,8,-1,1,1
addrfess,address,insert_near_ending,last3,1,7,8,-1,1,1
address,address,no_typo,none,0,7,7,0,1,0
striet,street,replace_last_letter,last3,1,6,6,0,1,1
stret,street,delete_last_letter,last3,1,6,5,1,1,1
stregt,street,replace_last_letter,last2,1,6,6,0,1,1
streer,street,replace_last_letter,last1,1,6,6,0,1,1
stree,street,delete_last_letter,last1,1,6,5,1,1,1
strete,street,swap_last_two_letters,last2,2,6,6,0,1,1
strfeet,street,insert_near_ending,last3,1,6,7,-1,1,1
strneet,street,insert_near_ending,last3,1,6,7,-1,1,1
street,street,no_typo,none,0,6,6,0,1,0
marpet,market,replace_last_letter,last3,1,6,6,0,1,1
maret,market,delete_last_letter,last3,1,6,5,1,1,1
markxt,market,replace_last_letter,last2,1,6,6,0,1,1
markt,market,delete_last_letter,last2,1,6,5,1,1,1
markeu,market,replace_last_letter,last1,1,6,6,0,1,1
marke,market,delete_last_letter,last1,1,6,5,1,1,1
markte,market,swap_last_two_letters,last2,2,6,6,0,1,1
marketj,market,insert_near_ending,last3,1,6,7,-1,1,1
marhket,market,insert_near_ending,last3,1,6,7,-1,1,1
market,market,no_typo,none,0,6,6,0,1,0
prkce,price,replace_last_letter,last3,1,5,5,0,1,1
prce,price,delete_last_letter,last3,1,5,4,1,1,1
prixe,price,replace_last_letter,last2,1,5,5,0,1,1
prie,price,delete_last_letter,last2,1,5,4,1,1,1
prick,price,replace_last_letter,last1,1,5,5,0,1,1
pric,price,delete_last_letter,last1,1,5,4,1,1,1
priec,price,swap_last_two_letters,last2,2,5,5,0,1,1
pricec,price,insert_near_ending,last3,1,5,6,-1,1,1
priice,price,insert_near_ending,last3,1,5,6,-1,1,1
price,price,no_typo,none,0,5,5,0,1,0
qualvty,quality,replace_last_letter,last3,1,7,7,0,1,1
qualty,quality,delete_last_letter,last3,1,7,6,1,1,1
qualisy,quality,replace_last_letter,last2,1,7,7,0,1,1
qualiy,quality,delete_last_letter,last2,1,7,6,1,1,1
qualitv,quality,replace_last_letter,last1,1,7,7,0,1,1
qualit,quality,delete_last_letter,last1,1,7,6,1,1,1
qualiyt,quality,swap_last_two_letters,last2,2,7,7,0,1,1
qualinty,quality,insert_near_ending,last3,1,7,8,-1,1,1
qualrity,quality,insert_near_ending,last3,1,7,8,-1,1,1
quality,quality,no_typo,none,0,7,7,0,1,0
revhew,review,replace_last_letter,last3,1,6,6,0,1,1
revew,review,delete_last_letter,last3,1,6,5,1,1,1
revivw,review,replace_last_letter,last2,1,6,6,0,1,1
reviw,review,delete_last_letter,last2,1,6,5,1,1,1
reviee,review,replace_last_letter,last1,1,6,6,0,1,1
revie,review,delete_last_letter,last1,1,6,5,1,1,1
reviwe,review,swap_last_two_letters,last2,2,6,6,0,1,1
revieew,review,insert_near_ending,last3,1,6,7,-1,1,1
revbiew,review,insert_near_ending,last3,1,6,7,-1,1,1
review,review,no_typo,none,0,6,6,0,1,0
orger,order,replace_last_letter,last3,1,5,5,0,1,1
orer,order,delete_last_letter,last3,1,5,4,1,1,1
ordkr,order,replace_last_letter,last2,1,5,5,0,1,1
ordr,order,delete_last_letter,last2,1,5,4,1,1,1
ordeu,order,replace_last_letter,last1,1,5,5,0,1,1
orde,order,delete_last_letter,last1,1,5,4,1,1,1
ordre,order,swap_last_two_letters,last2,2,5,5,0,1,1
ordeor,order,insert_near_ending,last3,1,5,6,-1,1,1
oroder,order,insert_near_ending,last3,1,5,6,-1,1,1
order,order,no_typo,none,0,5,5,0,1,0
delivxry,delivery,replace_last_letter,last3,1,8,8,0,1,1
delivry,delivery,delete_last_letter,last3,1,8,7,1,1,1
delivejy,delivery,replace_last_letter,last2,1,8,8,0,1,1
delivey,delivery,delete_last_letter,last2,1,8,7,1,1,1
deliverw,delivery,replace_last_letter,last1,1,8,8,0,1,1
deliver,delivery,delete_last_letter,last1,1,8,7,1,1,1
deliveyr,delivery,swap_last_two_letters,last2,2,8,8,0,1,1
deliveryi,delivery,insert_near_ending,last3,1,8,9,-1,1,1
deliveryo,delivery,insert_near_ending,last3,1,8,9,-1,1,1
delivery,delivery,no_typo,none,0,8,8,0,1,0
beauticul,beautiful,replace_last_letter,last3,1,9,9,0,1,1
beautiul,beautiful,delete_last_letter,last3,1,9,8,1,1,1
beautiftl,beautiful,replace_last_letter,last2,1,9,9,0,1,1
beautifl,beautiful,delete_last_letter,last2,1,9,8,1,1,1
beautifub,beautiful,replace_last_letter,last1,1,9,9,0,1,1
beautifu,beautiful,delete_last_letter,last1,1,9,8,1,1,1
beautiflu,beautiful,swap_last_two_letters,last2,2,9,9,0,1,1
beautifulx,beautiful,insert_near_ending,last3,1,9,10,-1,1,1
beautifutl,beautiful,insert_near_ending,last3,1,9,10,-1,1,1
beautiful,beautiful,no_typo,none,0,9,9,0,1,0
becaise,because,replace_last_letter,last3,1,7,7,0,1,1
becase,because,delete_last_letter,last3,1,7,6,1,1,1
becauae,because,replace_last_letter,last2,1,7,7,0,1,1
becaue,because,delete_last_letter,last2,1,7,6,1,1,1
becausc,because,replace_last_letter,last1,1,7,7,0,1,1
becaus,because,delete_last_letter,last1,1,7,6,1,1,1
becaues,because,swap_last_two_letters,last2,2,7,7,0,1,1
becauvse,because,insert_near_ending,last3,1,7,8,-1,1,1
becayuse,because,insert_near_ending,last3,1,7,8,-1,1,1
because,because,no_typo,none,0,7,7,0,1,0
recewve,receive,replace_last_letter,last3,1,7,7,0,1,1
receve,receive,delete_last_letter,last3,1,7,6,1,1,1
receiie,receive,replace_last_letter,last2,1,7,7,0,1,1
receie,receive,delete_last_letter,last2,1,7,6,1,1,1
receivt,receive,replace_last_letter,last1,1,7,7,0,1,1
receiv,receive,delete_last_letter,last1,1,7,6,1,1,1
receiev,receive,swap_last_two_letters,last2,2,7,7,0,1,1
receyive,receive,insert_near_ending,last3,1,7,8,-1,1,1
receipve,receive,insert_near_ending,last3,1,7,8,-1,1,1
receive,receive,no_typo,none,0,7,7,0,1,0
belirve,believe,replace_last_letter,last3,1,7,7,0,1,1
belive,believe,delete_last_letter,last3,1,7,6,1,1,1
belieue,believe,replace_last_letter,last2,1,7,7,0,1,1
beliee,believe,delete_last_letter,last2,1,7,6,1,1,1
believp,believe,replace_last_letter,last1,1,7,7,0,1,1
believ,believe,delete_last_letter,last1,1,7,6,1,1,1
belieev,believe,swap_last_two_letters,last2,2,7,7,0,1,1
believfe,believe,insert_near_ending,last3,1,7,8,-1,1,1
believeu,believe,insert_near_ending,last3,1,7,8,-1,1,1
believe,believe,no_typo,none,0,7,7,0,1,0
differqnt,different,replace_last_letter,last3,1,9,9,0,1,1
differnt,different,delete_last_letter,last3,1,9,8,1,1,1
differect,different,replace_last_letter,last2,1,9,9,0,1,1
differet,different,delete_last_letter,last2,1,9,8,1,1,1
differenp,different,replace_last_letter,last1,1,9,9,0,1,1
differen,different,delete_last_letter,last1,1,9,8,1,1,1
differetn,different,swap_last_two_letters,last2,2,9,9,0,1,1
differennt,different,insert_near_ending,last3,1,9,10,-1,1,1
differenkt,different,insert_near_ending,last3,1,9,10,-1,1,1
different,different,no_typo,none,0,9,9,0,1,0
necesswry,necessary,replace_last_letter,last3,1,9,9,0,1,1
necessry,necessary,delete_last_letter,last3,1,9,8,1,1,1
necessady,necessary,replace_last_letter,last2,1,9,9,0,1,1
necessay,necessary,delete_last_letter,last2,1,9,8,1,1,1
necessarf,necessary,replace_last_letter,last1,1,9,9,0,1,1
necessar,necessary,delete_last_letter,last1,1,9,8,1,1,1
necessayr,necessary,swap_last_two_letters,last2,2,9,9,0,1,1
necessarny,necessary,insert_near_ending,last3,1,9,10,-1,1,1
